,_id,similarity_scores
381,381,"[(381, 0.9999999), (855, 0.5682515), (817, 0.5650332), (425, 0.53028744), (206, 0.5231963), (902, 0.51218885), (891, 0.49381754), (593, 0.48544526), (720, 0.48147774), (524, 0.4772082)]"
382,382,"[(382, 0.99999994), (828, 0.8163873), (194, 0.8027572), (888, 0.7975733), (103, 0.7967876), (960, 0.7908888), (307, 0.79086244), (642, 0.78382117), (834, 0.7833752), (740, 0.7824152)]"
383,383,"[(383, 0.9999999), (629, 0.71979916), (734, 0.58264154), (314, 0.57129204), (905, 0.55970734), (430, 0.54788685), (90, 0.54367507), (170, 0.5355907), (464, 0.52420545), (466, 0.52176374)]"
384,384,"[(384, 0.99999994), (481, 0.741558), (697, 0.7268071), (640, 0.72486407), (615, 0.72477543), (327, 0.7228854), (995, 0.71974695), (984, 0.7140979), (704, 0.7120012), (137, 0.7116695)]"
385,385,"[(385, 0.9999999), (726, 0.7783093), (926, 0.77645814), (978, 0.7398734), (937, 0.7374082), (370, 0.7279782), (388, 0.7154952), (896, 0.7100481), (721, 0.70292556), (391, 0.7027008)]"
386,386,"[(386, 0.99999994), (504, 0.836486), (210, 0.8245563), (759, 0.8182137), (859, 0.8113445), (526, 0.8075068), (374, 0.8039488), (656, 0.7977351), (158, 0.7893777), (572, 0.78887975)]"
387,387,"[(387, 1.0), (395, 0.7155309), (819, 0.7013536), (589, 0.6641598), (454, 0.65331715), (541, 0.6476054), (938, 0.625566), (455, 0.62128085), (610, 0.6186806), (572, 0.61516815)]"
388,388,"[(388, 0.99999994), (267, 0.8009852), (266, 0.78319263), (143, 0.76955616), (726, 0.76798636), (586, 0.7460499), (937, 0.742839), (64, 0.74197906), (926, 0.7394059), (391, 0.73911196)]"
389,389,"[(389, 1.0000002), (746, 0.8373575), (493, 0.80550027), (106, 0.8054303), (488, 0.79902864), (366, 0.7956631), (66, 0.79357296), (286, 0.78403753), (207, 0.78252363), (75, 0.7817129)]"
390,390,"[(390, 0.9999999), (647, 0.75262153), (515, 0.75236416), (513, 0.734289), (49, 0.7233192), (171, 0.71588624), (111, 0.7146748), (888, 0.7024425), (535, 0.69792473), (511, 0.6969731)]"
391,391,"[(391, 1.0000002), (926, 0.8349935), (726, 0.8347377), (989, 0.8099562), (267, 0.8077165), (937, 0.7956693), (363, 0.7846241), (532, 0.77916586), (670, 0.7728227), (295, 0.76293087)]"
392,392,"[(392, 1.0000001), (200, 0.8327334), (962, 0.7790196), (897, 0.7738675), (91, 0.7727051), (883, 0.7707149), (787, 0.7686507), (293, 0.76690245), (724, 0.76553905), (813, 0.7642616)]"
393,393,"[(393, 0.99999976), (898, 0.81759304), (746, 0.75022775), (410, 0.74879956), (426, 0.72681665), (510, 0.7202768), (684, 0.7054168), (722, 0.70359266), (930, 0.69874775), (960, 0.6942618)]"
394,394,"[(394, 1.0000001), (522, 0.82041574), (405, 0.8005402), (14, 0.79002553), (119, 0.7735057), (853, 0.77116096), (843, 0.7658087), (611, 0.76199913), (602, 0.758649), (339, 0.7546386)]"
395,395,"[(395, 1.0), (973, 0.8230399), (819, 0.8074591), (73, 0.77196693), (978, 0.76346856), (277, 0.74202836), (171, 0.7415134), (633, 0.74070364), (781, 0.7210698), (387, 0.7155309)]"
396,396,"[(396, 1.0), (224, 0.5748615), (454, 0.5746468), (277, 0.56088054), (819, 0.5598233), (135, 0.54854), (471, 0.54798466), (632, 0.54380465), (917, 0.5384952), (387, 0.53506505)]"
397,397,"[(397, 1.0), (532, 0.6744365), (266, 0.64833057), (26, 0.6369167), (167, 0.6306368), (894, 0.62930924), (373, 0.6289339), (143, 0.62840587), (940, 0.6253784), (974, 0.61708945)]"
398,398,"[(398, 1.0000002), (594, 0.7974302), (759, 0.75457287), (813, 0.7407123), (886, 0.73796755), (728, 0.7345791), (88, 0.7320635), (374, 0.7258348), (51, 0.72337484), (65, 0.723086)]"
399,399,"[(399, 0.99999994), (32, 0.7125782), (178, 0.68593746), (781, 0.6840532), (52, 0.683119), (158, 0.6819812), (401, 0.67473817), (159, 0.6745834), (558, 0.6739012), (631, 0.67066586)]"
400,400,"[(400, 1.0), (622, 0.6748332), (824, 0.6684271), (854, 0.6529515), (162, 0.6486242), (362, 0.64812094), (809, 0.64413357), (941, 0.6416712), (665, 0.6412331), (25, 0.6367587)]"
401,401,"[(401, 1.0000001), (906, 0.81128764), (348, 0.79651), (687, 0.79589397), (455, 0.7956843), (319, 0.7793608), (166, 0.77681637), (642, 0.7758349), (651, 0.7757522), (487, 0.77043307)]"
402,402,"[(402, 0.9999999), (343, 0.78238237), (584, 0.7582741), (723, 0.7147498), (840, 0.7029623), (278, 0.6942762), (599, 0.6929053), (436, 0.6895978), (73, 0.68760926), (709, 0.68501776)]"
403,403,"[(403, 1.0), (983, 0.6761812), (718, 0.6742835), (111, 0.6701208), (848, 0.66062135), (257, 0.65736973), (649, 0.65406114), (462, 0.6507922), (173, 0.6492127), (33, 0.6472824)]"
404,404,"[(404, 1.0), (739, 0.80013084), (896, 0.76840013), (231, 0.7429958), (252, 0.73864526), (978, 0.7253683), (225, 0.72008985), (370, 0.7086863), (699, 0.70421165), (354, 0.7031549)]"
405,405,"[(405, 1.0000001), (853, 0.8246311), (522, 0.8195256), (308, 0.81933624), (977, 0.8154039), (548, 0.81275034), (665, 0.80772436), (14, 0.80514586), (856, 0.8035089), (362, 0.80275536)]"
406,406,"[(406, 0.99999976), (439, 0.781428), (997, 0.76554835), (812, 0.75037336), (721, 0.7468945), (726, 0.74673903), (732, 0.73979545), (388, 0.73909473), (786, 0.73543423), (937, 0.73474675)]"
407,407,"[(407, 0.9999999), (32, 0.7105013), (319, 0.68312645), (733, 0.6750777), (207, 0.6692451), (401, 0.6674708), (440, 0.66641694), (919, 0.6660657), (736, 0.6640366), (446, 0.65585196)]"
408,408,"[(408, 0.9999999), (532, 0.75615776), (65, 0.7554102), (913, 0.7493863), (266, 0.744569), (501, 0.7440781), (240, 0.74331176), (732, 0.73983705), (752, 0.73271513), (88, 0.72682166)]"
409,409,"[(409, 0.99999976), (219, 0.7684547), (681, 0.7656151), (843, 0.76219046), (755, 0.74659234), (850, 0.7418302), (771, 0.7338971), (16, 0.7264218), (578, 0.7242894), (645, 0.72264)]"
410,410,"[(410, 1.0000002), (44, 0.8519894), (930, 0.7922876), (898, 0.79093784), (582, 0.7839341), (746, 0.7826059), (488, 0.7770417), (493, 0.77436244), (722, 0.7636075), (749, 0.76122284)]"
411,411,"[(411, 1.0), (233, 0.7446407), (102, 0.69627845), (298, 0.66685617), (990, 0.6629249), (784, 0.6569004), (882, 0.6568471), (507, 0.65528834), (287, 0.65527356), (527, 0.6527784)]"
412,412,"[(412, 1.0), (294, 0.8606732), (30, 0.81135935), (177, 0.8092221), (348, 0.8017447), (1, 0.8000324), (172, 0.79278827), (308, 0.79264534), (784, 0.78995234), (674, 0.7868855)]"
413,413,"[(413, 1.0), (313, 0.7612766), (953, 0.6726462), (655, 0.67211276), (870, 0.66116685), (159, 0.65388995), (1, 0.6511242), (627, 0.65018284), (827, 0.6343502), (605, 0.6319224)]"
414,414,"[(414, 1.0000001), (190, 0.7980953), (754, 0.7792671), (565, 0.77406275), (533, 0.7671108), (440, 0.75970054), (736, 0.74865866), (631, 0.7370434), (885, 0.73322034), (637, 0.73220426)]"
415,415,"[(415, 1.0), (511, 0.74605024), (544, 0.7413629), (41, 0.73539877), (895, 0.72410536), (790, 0.70566), (873, 0.70509374), (498, 0.6959418), (767, 0.69297695), (746, 0.69195783)]"
416,416,"[(416, 0.99999994), (164, 0.8863332), (103, 0.853534), (977, 0.8024266), (308, 0.7913984), (194, 0.7856553), (125, 0.77374876), (161, 0.76765597), (843, 0.7673658), (55, 0.76599914)]"
417,417,"[(417, 1.0), (168, 0.81515545), (749, 0.8066647), (716, 0.7845597), (202, 0.7796111), (732, 0.77459127), (493, 0.7656121), (650, 0.7653639), (812, 0.7637811), (225, 0.7574284)]"
418,418,"[(418, 1.0), (909, 0.8466742), (680, 0.7996686), (642, 0.77936083), (474, 0.76561475), (960, 0.7612778), (863, 0.7574676), (55, 0.75109243), (181, 0.74467516), (436, 0.74287015)]"
419,419,"[(419, 1.0), (759, 0.7717546), (897, 0.7554512), (758, 0.7455246), (620, 0.74537313), (293, 0.7338606), (42, 0.72995806), (761, 0.7259231), (132, 0.7213272), (672, 0.72070295)]"
420,420,"[(420, 0.9999999), (117, 0.78104717), (874, 0.7629914), (165, 0.76098907), (712, 0.7607805), (885, 0.7604394), (440, 0.75956666), (547, 0.75459373), (565, 0.7518011), (560, 0.7477054)]"
421,421,"[(421, 1.0), (969, 0.74281365), (454, 0.71313006), (830, 0.71297765), (391, 0.70192015), (269, 0.70156515), (962, 0.6966503), (47, 0.6959053), (457, 0.68614376), (829, 0.68593806)]"
422,422,"[(422, 1.0000001), (967, 0.7937815), (812, 0.77264655), (787, 0.77094495), (567, 0.76072377), (442, 0.757957), (455, 0.751828), (689, 0.75055933), (895, 0.74873006), (939, 0.74472797)]"
423,423,"[(423, 0.9999999), (708, 0.8226801), (449, 0.79468465), (548, 0.7932037), (348, 0.79248846), (93, 0.7893256), (50, 0.784569), (674, 0.78326356), (856, 0.77642345), (961, 0.77555823)]"
424,424,"[(424, 0.9999999), (691, 0.8431174), (797, 0.8192166), (840, 0.8006859), (774, 0.7924166), (470, 0.7923757), (177, 0.7815304), (865, 0.78097457), (436, 0.77696383), (308, 0.7709247)]"
425,425,"[(425, 0.9999999), (902, 0.76064086), (995, 0.7497759), (704, 0.69717324), (741, 0.6835376), (90, 0.6811368), (855, 0.6752), (89, 0.6712568), (891, 0.66544104), (752, 0.64902073)]"
426,426,"[(426, 0.99999994), (66, 0.8611295), (329, 0.79085696), (366, 0.7794571), (389, 0.7764889), (75, 0.7745907), (21, 0.76725096), (114, 0.7663442), (106, 0.7657944), (488, 0.75702745)]"
427,427,"[(427, 1.0000002), (98, 0.8150462), (64, 0.8082447), (588, 0.7900924), (841, 0.7817174), (533, 0.7764962), (880, 0.770463), (726, 0.7631547), (724, 0.7619426), (689, 0.75871754)]"
428,428,"[(428, 1.0000001), (859, 0.8051232), (447, 0.8008572), (958, 0.79266536), (572, 0.7859776), (455, 0.7828793), (504, 0.7814214), (111, 0.776137), (841, 0.7745683), (98, 0.7717427)]"
429,429,"[(429, 1.0), (897, 0.7891109), (813, 0.7671483), (483, 0.76553226), (137, 0.76297677), (285, 0.7506174), (392, 0.7366003), (521, 0.7342831), (528, 0.73393774), (741, 0.72420084)]"
430,430,"[(430, 0.9999998), (285, 0.77777326), (526, 0.75990117), (897, 0.74819565), (483, 0.74282616), (736, 0.7329657), (455, 0.7319803), (551, 0.73066777), (956, 0.7267065), (447, 0.7255882)]"
431,431,"[(431, 0.99999976), (181, 0.8255465), (768, 0.8189677), (6, 0.8175607), (165, 0.8159428), (161, 0.8106048), (177, 0.805352), (96, 0.80477285), (791, 0.80244523), (436, 0.79711473)]"
432,432,"[(432, 1.0), (845, 0.7262163), (495, 0.708932), (128, 0.7086636), (653, 0.69542587), (82, 0.6892883), (726, 0.684986), (377, 0.6787578), (307, 0.67221636), (917, 0.67161787)]"
433,433,"[(433, 1.0), (857, 0.78403646), (923, 0.77406096), (504, 0.7322097), (492, 0.714179), (302, 0.7096774), (350, 0.7007821), (551, 0.69731), (42, 0.68990314), (190, 0.68856895)]"
434,434,"[(434, 0.9999999), (165, 0.69597757), (368, 0.6908746), (144, 0.6722533), (373, 0.65178126), (614, 0.6466949), (929, 0.61755395), (173, 0.6136504), (331, 0.61356807), (279, 0.6103239)]"
435,435,"[(435, 0.99999976), (446, 0.7453389), (423, 0.7363183), (562, 0.7161199), (15, 0.71427333), (49, 0.7051679), (563, 0.6986785), (829, 0.69318783), (533, 0.68838966), (118, 0.6872809)]"
436,436,"[(436, 1.0000001), (774, 0.82130325), (177, 0.8164457), (527, 0.8136735), (659, 0.8105391), (181, 0.80214137), (926, 0.8011408), (680, 0.79887915), (431, 0.79711473), (6, 0.78539324)]"
437,437,"[(437, 0.9999999), (187, 0.84120834), (961, 0.8231599), (980, 0.8197896), (952, 0.81646156), (444, 0.8078996), (607, 0.80087984), (663, 0.79797), (189, 0.7939961), (123, 0.7926986)]"
438,438,"[(438, 1.0), (853, 0.8022094), (283, 0.8008292), (665, 0.7960818), (177, 0.7881168), (702, 0.783765), (162, 0.77944654), (961, 0.7695738), (663, 0.76189077), (364, 0.76112545)]"
439,439,"[(439, 0.9999998), (726, 0.8212907), (689, 0.80779094), (98, 0.8017536), (50, 0.79432434), (997, 0.7838575), (406, 0.781428), (926, 0.77795005), (658, 0.7753782), (307, 0.7740903)]"
440,440,"[(440, 1.0000002), (50, 0.82483125), (567, 0.80338055), (885, 0.80099165), (565, 0.7981055), (806, 0.7943083), (166, 0.7834157), (52, 0.78008676), (520, 0.778332), (183, 0.778321)]"
441,441,"[(441, 1.0000001), (335, 0.81031144), (708, 0.7954933), (853, 0.79304373), (177, 0.7915295), (308, 0.7911193), (96, 0.7880906), (665, 0.786165), (921, 0.7859472), (856, 0.78194636)]"
442,442,"[(442, 1.0000002), (49, 0.8291224), (620, 0.814228), (98, 0.80925244), (939, 0.80716574), (455, 0.7999582), (712, 0.7911328), (715, 0.78604347), (555, 0.78099096), (967, 0.7799669)]"
443,443,"[(443, 1.0000001), (857, 0.6950189), (594, 0.69015574), (380, 0.679198), (504, 0.67817163), (374, 0.6710582), (490, 0.6620747), (759, 0.6607446), (806, 0.6598234), (672, 0.65850466)]"
444,444,"[(444, 0.9999998), (607, 0.87629527), (601, 0.84297526), (369, 0.8404069), (123, 0.83273184), (504, 0.82825375), (961, 0.8170487), (187, 0.8169667), (572, 0.8148224), (437, 0.8078996)]"
445,445,"[(445, 1.0000002), (315, 0.8351487), (856, 0.8219362), (93, 0.797233), (179, 0.77954316), (548, 0.77325726), (182, 0.76019317), (7, 0.75921184), (129, 0.752841), (784, 0.7525437)]"
446,446,"[(446, 1.0), (533, 0.7783495), (736, 0.7643434), (551, 0.7582208), (829, 0.74749726), (871, 0.74603766), (435, 0.7453389), (281, 0.74493426), (712, 0.72859097), (440, 0.727059)]"
447,447,"[(447, 0.9999999), (428, 0.8008572), (759, 0.8007604), (455, 0.790699), (572, 0.78824294), (923, 0.77732974), (967, 0.7766615), (787, 0.7756915), (386, 0.76960653), (504, 0.7681224)]"
448,448,"[(448, 1.0), (989, 0.84024465), (693, 0.8111931), (455, 0.80931246), (255, 0.8032022), (789, 0.7942731), (210, 0.78824687), (670, 0.7840562), (814, 0.78296167), (194, 0.7824757)]"
449,449,"[(449, 0.9999999), (39, 0.82259464), (423, 0.79468465), (444, 0.7932217), (846, 0.79031366), (348, 0.7825577), (812, 0.77690077), (848, 0.77448523), (980, 0.77373433), (412, 0.77150726)]"
450,450,"[(450, 1.0000001), (980, 0.8025336), (958, 0.7883665), (308, 0.77188194), (165, 0.76968676), (791, 0.76944244), (449, 0.76772845), (177, 0.76698583), (895, 0.7628891), (348, 0.75719094)]"
451,451,"[(451, 1.0), (254, 0.74487025), (474, 0.7337029), (621, 0.7224583), (807, 0.71727693), (827, 0.7148788), (982, 0.71472394), (181, 0.711071), (307, 0.7076806), (111, 0.706578)]"
452,452,"[(452, 0.99999994), (885, 0.7692473), (533, 0.76243174), (379, 0.76110697), (447, 0.7607888), (567, 0.7504207), (504, 0.7476194), (859, 0.7468353), (656, 0.743672), (712, 0.74065226)]"
453,453,"[(453, 0.9999999), (460, 0.8190227), (989, 0.8054919), (42, 0.7941726), (712, 0.793911), (123, 0.7758769), (119, 0.76979554), (607, 0.7661605), (611, 0.75170624), (448, 0.7493137)]"
454,454,"[(454, 1.0), (829, 0.7482133), (787, 0.7478896), (282, 0.7292845), (505, 0.7201101), (391, 0.7197479), (421, 0.71313006), (457, 0.70785815), (726, 0.7076404), (661, 0.70135534)]"
455,455,"[(455, 1.0000002), (526, 0.8369045), (504, 0.83434033), (789, 0.8252292), (210, 0.8225051), (572, 0.82220286), (98, 0.8220267), (812, 0.81408364), (158, 0.81357634), (448, 0.80931246)]"
456,456,"[(456, 1.0), (843, 0.79070675), (194, 0.78591025), (12, 0.7856538), (103, 0.780696), (27, 0.77439857), (283, 0.7715576), (834, 0.7650686), (914, 0.7647785), (362, 0.7601636)]"
457,457,"[(457, 1.0), (787, 0.7936213), (830, 0.777354), (841, 0.7440404), (689, 0.7396945), (447, 0.737604), (656, 0.7328518), (759, 0.72864807), (726, 0.7253933), (982, 0.72285)]"
458,458,"[(458, 1.0), (651, 0.7198256), (598, 0.71463674), (912, 0.7102696), (23, 0.7043177), (862, 0.69941604), (771, 0.69710404), (640, 0.6929951), (409, 0.6928649), (171, 0.69254446)]"
459,459,"[(459, 0.99999994), (711, 0.67907035), (408, 0.67065305), (447, 0.6623336), (845, 0.65808123), (615, 0.6574089), (995, 0.6558566), (967, 0.65244114), (281, 0.6501828), (972, 0.6494714)]"
460,460,"[(460, 0.9999998), (453, 0.8190227), (989, 0.7906854), (448, 0.76770115), (560, 0.76757586), (255, 0.7611815), (194, 0.7581445), (806, 0.7489761), (712, 0.7485102), (261, 0.7484726)]"
461,461,"[(461, 0.9999999), (26, 0.70830214), (296, 0.6999965), (661, 0.6987012), (726, 0.6924287), (105, 0.6920227), (40, 0.6908945), (799, 0.68849903), (786, 0.68661165), (172, 0.6860518)]"
462,462,"[(462, 1.0), (895, 0.82605314), (93, 0.7529625), (140, 0.7468554), (963, 0.74600434), (848, 0.74464047), (800, 0.7399799), (944, 0.7391743), (364, 0.7303481), (983, 0.7302978)]"
463,463,"[(463, 1.0000002), (663, 0.83412313), (177, 0.79158604), (69, 0.7915007), (283, 0.79059637), (241, 0.7732289), (30, 0.7728348), (791, 0.7717949), (961, 0.7696051), (27, 0.7684346)]"
464,464,"[(464, 1.0000002), (374, 0.7570498), (732, 0.7513561), (731, 0.7427993), (981, 0.7409656), (736, 0.73699164), (533, 0.7358003), (240, 0.7323278), (886, 0.7314985), (98, 0.7304882)]"
465,465,"[(465, 0.99999976), (633, 0.7086488), (888, 0.7000973), (349, 0.68211687), (391, 0.67775565), (222, 0.6709254), (73, 0.6618593), (136, 0.65760183), (989, 0.65658677), (103, 0.655844)]"
466,466,"[(466, 0.9999999), (726, 0.7036506), (670, 0.69508106), (736, 0.69060457), (787, 0.6886803), (945, 0.6872331), (588, 0.68047065), (391, 0.678734), (967, 0.67782867), (989, 0.67693835)]"
467,467,"[(467, 0.9999999), (229, 0.7207699), (408, 0.7126661), (589, 0.7088064), (576, 0.7045219), (156, 0.702701), (472, 0.6998701), (47, 0.6976172), (974, 0.6950426), (532, 0.69386166)]"
468,468,"[(468, 1.0), (788, 0.77108884), (880, 0.75210154), (689, 0.7515867), (372, 0.7467324), (519, 0.7447951), (505, 0.74099314), (377, 0.7343501), (340, 0.7326641), (649, 0.7302593)]"
469,469,"[(469, 1.0), (228, 0.7492137), (122, 0.6703849), (797, 0.6696898), (267, 0.6629689), (937, 0.66076845), (618, 0.6579776), (516, 0.64541125), (926, 0.6421002), (498, 0.6388335)]"
470,470,"[(470, 0.99999964), (424, 0.7923757), (691, 0.7720278), (840, 0.76702726), (797, 0.76124847), (28, 0.7555224), (201, 0.74229103), (834, 0.73692405), (516, 0.73130393), (343, 0.7301642)]"
471,471,"[(471, 0.9999999), (231, 0.78453326), (370, 0.76706743), (891, 0.72420365), (978, 0.7101025), (73, 0.69848853), (156, 0.6979537), (499, 0.6970464), (273, 0.69504), (739, 0.6939481)]"
472,472,"[(472, 0.99999994), (514, 0.76721), (903, 0.7596519), (34, 0.74886644), (699, 0.7395827), (501, 0.73428), (617, 0.73357373), (738, 0.72937393), (532, 0.7241314), (793, 0.7182881)]"
473,473,"[(473, 0.9999999), (60, 0.8473029), (357, 0.8229791), (339, 0.8225486), (839, 0.81165475), (746, 0.80637264), (16, 0.80470824), (479, 0.8039288), (59, 0.8035625), (226, 0.78639865)]"
474,474,"[(474, 1.0), (768, 0.85673034), (194, 0.840762), (55, 0.83073354), (931, 0.821515), (181, 0.82010037), (718, 0.8193718), (243, 0.8175097), (983, 0.81440693), (853, 0.8137758)]"
475,475,"[(475, 1.0000002), (812, 0.74099386), (616, 0.7339736), (422, 0.72314394), (912, 0.72120464), (49, 0.7200341), (171, 0.71995735), (296, 0.7132486), (150, 0.7101903), (93, 0.7071054)]"
476,476,"[(476, 0.99999976), (75, 0.8284784), (114, 0.8143983), (286, 0.80996436), (106, 0.7963637), (271, 0.79632926), (389, 0.778939), (275, 0.7740966), (488, 0.76204807), (329, 0.7604939)]"
477,477,"[(477, 1.0), (109, 0.87281066), (29, 0.8403198), (493, 0.8215474), (16, 0.8115189), (839, 0.80700004), (688, 0.7578459), (75, 0.75352985), (339, 0.7507782), (106, 0.75040954)]"
478,478,"[(478, 1.0), (259, 0.75787824), (743, 0.75273424), (237, 0.7316459), (264, 0.71885353), (589, 0.6591845), (844, 0.64910376), (954, 0.64779437), (229, 0.64723754), (68, 0.6467071)]"
479,479,"[(479, 0.99999994), (473, 0.8039288), (60, 0.786421), (737, 0.78614044), (59, 0.7814445), (722, 0.77262425), (357, 0.7714779), (493, 0.7688054), (44, 0.7681939), (749, 0.7504613)]"
480,480,"[(480, 1.0), (295, 0.74267757), (343, 0.70796216), (463, 0.6967188), (105, 0.68571913), (964, 0.6805701), (278, 0.67984736), (12, 0.6780746), (385, 0.672397), (840, 0.6692851)]"
481,481,"[(481, 0.99999976), (384, 0.741558), (190, 0.7374791), (925, 0.7347937), (82, 0.71589255), (879, 0.70223707), (929, 0.7003374), (414, 0.69397664), (565, 0.69243526), (780, 0.6883551)]"
482,482,"[(482, 0.99999994), (106, 0.78521514), (16, 0.74209094), (493, 0.73820674), (75, 0.73715425), (275, 0.73269933), (477, 0.7256582), (329, 0.7250266), (746, 0.7073111), (476, 0.705232)]"
483,483,"[(483, 0.9999999), (175, 0.77475584), (285, 0.7742161), (528, 0.77405006), (429, 0.76553226), (752, 0.752765), (704, 0.7462057), (728, 0.7460027), (430, 0.74282616), (736, 0.72783697)]"
484,484,"[(484, 1.0), (586, 0.765075), (532, 0.7311559), (927, 0.67411447), (467, 0.67058855), (264, 0.6700394), (209, 0.66824156), (974, 0.6670099), (282, 0.6574844), (11, 0.65498316)]"
485,485,"[(485, 1.0000001), (315, 0.735155), (680, 0.69954497), (909, 0.6966227), (418, 0.67793834), (17, 0.6651965), (960, 0.6648822), (987, 0.6555723), (900, 0.6542309), (25, 0.6445028)]"
486,486,"[(486, 1.0000001), (329, 0.76868486), (623, 0.7424676), (745, 0.737243), (988, 0.7329211), (114, 0.7293056), (47, 0.7279548), (966, 0.7225867), (650, 0.7157339), (686, 0.69001675)]"
487,487,"[(487, 0.9999998), (166, 0.7830132), (906, 0.7761495), (374, 0.77549833), (401, 0.77043307), (935, 0.7665925), (736, 0.764768), (687, 0.7642626), (637, 0.7599815), (631, 0.7544118)]"
